,Paper_ID,Question_ID,Question_Type,Question_Text,Token_Text,Word_Count
1989,0460_w17_qp_22.pdf,(b),SUB, Compare the net internal migration of the two urban areas in the east with that of the two urban areas in the west. ,migration areas east areas west,117
1990,0460_w17_qp_22.pdf,(c),SUB, Look at the figures for Chicago-Naperville-Elgin. ,Look figures,51
1991,0460_w17_qp_22.pdf,(i),SUB, The area has lost population because of migration. What type of migration has caused ,area population migration type migration,86
1992,0460_w17_qp_22.pdf,(ii),SUB,Give one cause of the overall population increase. [Total: 8 marks],cause population increase Total marks,69
1993,0460_w17_qp_22.pdf,3,MAIN,Photograph A (Insert) shows a mountain landscape. Describe the river valleys shown in the photograph. Refer to: • the shape of the cross profiles; • the long profiles; • any other features of the landscape. [Total: 8 marks],mountain landscape river valleys photograph Refer shape cross profiles profiles features landscape Total marks,224
1994,0460_w17_qp_22.pdf,4,MAIN,Fig. 5 shows the climate of a place in Africa. J F M A M J J A S O N D Fig. 5,climate place,78
1995,0460_w17_qp_22.pdf,(a),SUB,For the climate shown in Fig. 5 state the:,climate state,44
1996,0460_w17_qp_22.pdf,(i),SUB, January temperature; ,temperature,22
1997,0460_w17_qp_22.pdf,(ii),SUB, annual temperature range. ,temperature range,27
1998,0460_w17_qp_22.pdf,(b),SUB,What is the annual rainfall at the place shown in Fig. 5? Circle one correct answer below.,rainfall place correct answer,92
1999,0460_w17_qp_22.pdf,12,MAIN,mm 17 mm 34 mm 60 mm [1] erutarepmet llafniar,mm mm mm mm llafniar,46
2000,0460_w17_qp_22.pdf,(c),SUB,"Fig. 6 shows the location of three places in Africa, X, Y and Z. Africa Equator Fig. 6 Which location, X, Y or Z, has the climate shown in Fig. 5?",location places location climate,148
2001,0460_w17_qp_22.pdf,(d),SUB,Give two reasons why summer (July) is hotter than winter (January) at the place shown in Fig. 5.,reasons summer winter place,98
2002,0460_w17_qp_22.pdf,(e),SUB,Suggest two reasons for the very low rainfall at the place shown in Fig. 5. [Total: 8 marks],reasons rainfall place Total marks,94
2003,0460_w17_qp_22.pdf,5,MAIN,Fig. 7 shows the rivers and drainage basins of Kazakhstan. Kazakhstan is completely surrounded by other countries. international boundary RUSSIA watershed flow direction ob Ishim Irtysh U Nura Aral Lake Balkhash Syrdarya Caspian UZBEKISTAN KYRGYZSTAN TURKMENISTAN km Fig. 7,rivers drainage basins countries direction km,274
2004,0460_w17_qp_22.pdf,(a),SUB, (i) What is meant by the following terms: drainage basin; watershed? ,terms drainage basin,70
2005,0460_w17_qp_22.pdf,(ii),SUB,Identify two rivers shown on Fig. 7 which have their sources outside Kazakhstan and their mouths within Kazakhstan.,rivers sources mouths,117
2006,0460_w17_qp_22.pdf,(iii),SUB,Identify the river shown on Fig. 7 which is entirely within Kazakhstan.,river,73
2007,0460_w17_qp_22.pdf,(b),SUB,"Fig. 8 gives information about six of the rivers shown on Fig. 7. River River discharge* (km3 / year) Total Flow from Minimum flow other countries in dry years Syrdarya 13.3 10 4.2 Ili 28.77 12.37 17.8 Shu 3.23 2.03 2.7 Irtysh 34.03 9.53 19.7 Tobol 2.1 0.6 0.3 Ural 13.9 8.6 3.0 *River discharge is the amount of water flowing in a river at a certain time. Fig. 8 Using evidence from Figs. 7 and 8, suggest why the Irtysh river might provide the most reliable water supply for Kazakhstan. [Total: 8 marks]",information rivers discharge year flow countries years Tobol discharge amount water river time evidence river water supply Total marks,507
2008,0460_w17_qp_22.pdf,6,MAIN,Fig. 9 shows annual average solar radiation in South Africa. international boundary,shows radiation boundary,84
2009,0460_w17_qp_22.pdf,1,MAIN,1700 annual average,average,20
2010,0460_w17_qp_22.pdf,0,MAIN,solar radiation ,radiation,16
2011,0460_w17_qp_22.pdf,(kWh / m2),SUB,Fig. 9,,8
2012,0460_w17_qp_22.pdf,(a),SUB,"Using Fig. 9, describe the distribution of solar radiation in South Africa.",distribution radiation,77
2013,0460_w17_qp_22.pdf,(b),SUB,Fig. 10 shows the distribution of solar radiation in Germany. international boundary 1250 1150 annual average solar radiation,distribution radiation radiation,127
2014,0460_w17_qp_22.pdf,(kWh / m2),SUB,"Fig. 10 Using Figs. 9 and 10, describe the difference in the amounts of solar radiation received in South Africa and Germany.",difference amounts radiation,127
2015,0460_w17_qp_23.pdf,1,MAIN,"Study the map extract, which is for Mesnali, Norway. The scale is 1:50 000. Fig. shows some of the features in the southern part of the map extract.",map extract scale features part map extract,149
2016,0460_w17_qp_23.pdf,(a),SUB,"Study Fig. 1 and the map extract and answer the questions below. Fig. 1 Using the map extract, identify the following features shown in Fig. 1:",map extract questions map extract features,145
2017,0460_w17_qp_23.pdf,(i),SUB, feature A; ,feature,12
2018,0460_w17_qp_23.pdf,(ii),SUB, feature B; ,feature,12
2019,0460_w17_qp_23.pdf,(iii),SUB, the height of the land at C; ,height land,30
2020,0460_w17_qp_23.pdf,(iv),SUB, the main land use in grid square D; ,land use,37
2021,0460_w17_qp_23.pdf,(v),SUB, the land use at E; ,land use,20
2022,0460_w17_qp_23.pdf,(vi),SUB, feature F. ,feature,12
2023,0460_w17_qp_23.pdf,(b),SUB, List three services in the settlement of Mesnali. ,services settlement,51
2024,0460_w17_qp_23.pdf,(c),SUB, Identify ways in which the settlement of Mesnali differs from that of Nattrudstilen. Do not write about services. ,ways settlement differs services,115
2025,0460_w17_qp_23.pdf,(d),SUB,Describe the relief of Snørvillen in grid squares 9581 and 9681.,relief squares,66
2026,0460_w17_qp_23.pdf,(e),SUB,(i) Measure the distance along the power line from the junction of power lines in Mesnali at 911755 to where the power line leaves the southern edge of the map in grid square 9773. Give your answer in metres.,Measure distance power line junction power lines power line edge map square answer metres,210
2027,0460_w17_qp_23.pdf,(ii),SUB,State the bearing of the power line from the junction of power lines in 9175 to where the power line leaves the southern edge of the map in grid square 9773.,bearing power line junction power lines power line edge map square,159
2028,0460_w17_qp_23.pdf,(f),SUB,Fig. 2 shows the river Fjellelva’s course between two lakes. Kroksjłen Sjusjłen Fig. 2,river course lakes,88
2029,0460_w17_qp_23.pdf,(i),SUB, State the direction in which the river is flowing. ,direction river,52
2030,0460_w17_qp_23.pdf,(ii),SUB,Give two pieces of evidence to support your answer. [Total: 20 marks],pieces evidence answer Total marks,71
2031,0460_w17_qp_23.pdf,2,MAIN,"Study Photographs A and B (Insert), which show areas important for tourism. ",areas tourism,76
2032,0460_w17_qp_23.pdf,(a),SUB, Describe the tourist attractions shown in Photographs A and B. Photograph A Photograph B ,tourist attractions,90
2033,0460_w17_qp_23.pdf,(b),SUB,Suggest two activities that tourists are likely to do in the area shown in Photograph A. [Total: 8 marks] BLANK PAGE,activities tourists area Total marks,118
2034,0460_w17_qp_23.pdf,3,MAIN,"(a) Study Figs. 3A and 3B, which show a shield volcano and a stratovolcano. Shield volcano Stratovolcano not to scale Fig. 3A Fig. 3B",volcano stratovolcano volcano,134
2035,0460_w17_qp_23.pdf,(i),SUB,"Name the features labelled M, N, O and P in Fig. 3B. Choose from: crater epicentre fault focus magma chamber parasitic cone pothole vent",Name features crater fault focus cone pothole vent,138
2036,0460_w17_qp_23.pdf,(ii),SUB, Compare the slopes of the two types of volcano. ,slopes types volcano,49
2037,0460_w17_qp_23.pdf,(b),SUB," Study Photograph C (Insert), which shows a volcano. ",volcano,53
2038,0460_w17_qp_23.pdf,(i),SUB, Look at the slope X–Y. Measure its angle from the horizontal. ,Look slope Measure angle horizontal,63
2039,0460_w17_qp_23.pdf,(ii),SUB,Give one piece of evidence that the volcano in the photograph has erupted many times. [Total: 8 marks],piece evidence volcano photograph times Total marks,104
2040,0460_w17_qp_23.pdf,4,MAIN,(a) (i) Qatar is a country in the Middle East. Complete Fig. to show that 70% of the people living in Qatar were immigrants in 2014. Complete the key. population of Qatar in 201immigrants people born in Qatar Fig.,country people immigrants key population people,214
2041,0460_w17_qp_23.pdf,(ii),SUB,"Complete Fig. 5, a divided bar graph, to show that 94% of the workers in Qatar are immigrants and 6% were born in Qatar. Complete the key and the scale.",bar graph workers immigrants key scale,154
2042,0460_w17_qp_23.pdf,0,MAIN,100% workers immigrants people born in Qatar Fig. 5,workers immigrants people,52
2043,0460_w17_qp_23.pdf,(b),SUB,"Study Fig. 6, which shows the population structure of Qatar in 2014. Qatar 2014 male female population (in thousands) age group population (in thousands) Fig. 6 Describe what Fig. 6 suggests about the age and gender of the immigrants living in Qatar in [Total: 8 marks]",population structure population thousands age group population thousands age gender immigrants marks,271
2044,0460_w17_qp_23.pdf,5,MAIN,"(a) Study Fig. 7, showing weather in the northern part of South America at midday on a day in Caribbean Georgetown Atlantic 1008 Ocean Equator Manaus Pacific Ocean 0 Key circles cloud cover circles wind speed clear sky calm",weather part midday day circles cover circles speed sky calm,224
2045,0460_w17_qp_23.pdf,(six oktas),SUB,wind speed atmospheric seven oktas eight oktas sky obscured Fig. 7,wind speed oktas oktas,68
2046,0460_w17_qp_23.pdf,(i),SUB,Shade the area on Fig. 7 which has the highest atmospheric pressure and label it ‘high’.,area pressure label,90
2047,0460_w17_qp_23.pdf,(ii),SUB,Use Fig. 7 to complete the table below. weather answer,table weather answer,56
2048,0460_w17_qp_23.pdf,(iii),SUB,Describe the weather conditions at Georgetown shown in Fig. 7.,weather conditions,64
2049,0460_w17_qp_23.pdf,(b),SUB,Give one reason why there is a low annual temperature range in equatorial areas. [Total: 8 marks],reason temperature range areas Total marks,99
2050,0460_w17_qp_23.pdf,6,MAIN,"Study Fig. 8, which shows information about world food supplies, and answer the questions that follow. In 2012 the World Hunger Education Service stated that the world had enough food to feed everyone. This was because food supplies had continued to increase in MEDCs and had increased enormously in the previous four years in LEDCs. Access to food had also improved in some areas, as had the distribution of food supplies. Between 1982 and 2012, the percentage of undernourished (not having enough food to be healthy) people in LEDCs fell from 34% to 15%. However, many people still do not have enough land on which to grow the crops they need. Fig. 8",information world food supplies questions world food everyone food supplies years food areas distribution food supplies percentage food people people land crops,653
2051,0460_w17_qp_23.pdf,(a),SUB, (i) Suggest why many people do not have sufficient land on which to grow crops to feed their families. ,people land crops families,104
2052,0460_w17_qp_23.pdf,(ii),SUB,"Explain why 15% of the world’s people are undernourished, even though there is enough food to feed everybody. Do not write about lack of land.",world people food everybody lack land,144
2053,0460_w18_qp_21.pdf,1,MAIN,"Study the map extract for Frya, Norway. The scale is 1:50 000.",map extract scale,63
2054,0460_w18_qp_21.pdf,(a),SUB,"Fig. 1.1 shows some of the features in the north west of the map extract. Fig. 1.1 Using the map extract, identify the following features shown on Fig. 1.1:",features west map extract map extract features,158
2055,0460_w18_qp_21.pdf,(i),SUB, feature A ,feature,11
2056,0460_w18_qp_21.pdf,(ii),SUB, feature B ,feature,11
2057,0460_w18_qp_21.pdf,(iii),SUB, the height above sea level at C ,height sea level,33
2058,0460_w18_qp_21.pdf,(iv),SUB, the height above sea level of the contour at D ,height sea level contour,48
2059,0460_w18_qp_21.pdf,(v),SUB, the type of land at E. ,type land,24
2060,0460_w18_qp_21.pdf,(b),SUB," Using map evidence, give reasons for the growth of the settlement at Frya in the south west of the map extract. ",evidence reasons growth settlement west map extract,113
2061,0460_w18_qp_21.pdf,(c),SUB,Fig. 1.2 is a cross section along northing 280 from 600280 to the eastern edge of the map at 640280. height 600 600 height,section edge map height,124
2062,0460_w18_qp_21.pdf,(metres),SUB,Fig. 1.2,,11
2063,0460_w18_qp_21.pdf,(i),SUB, Identify the feature at X. ,feature,28
2064,0460_w18_qp_21.pdf,(ii),SUB, Give the name of the river at Y. ,name river,34
2065,0460_w18_qp_21.pdf,(iii),SUB, Identify the feature at Z. ,feature,28
2066,0460_w18_qp_21.pdf,(iv),SUB,"The cross section shown on Fig. 1.2 is incomplete. Using information from the map extract, draw a line on Fig. 1.2 to complete the cross section. [2]",cross section information map extract line cross section,151
2067,0460_w18_qp_21.pdf,(d),SUB,Fig. 1.3 shows part of the valley of the Frya river in the south west of the map extract. Study Fig. 1.3 and answer the questions below. Fig. 1.3,shows part valley river west map extract questions,147
2068,0460_w18_qp_21.pdf,(i),SUB,Describe the relief of the part of the valley shown on Fig. 1.3.,relief part valley,66
2069,0460_w18_qp_21.pdf,(ii),SUB,Describe the distribution of cultivation in the part of the valley shown on Fig. 1.3.,distribution cultivation part valley,87
2070,0460_w18_qp_21.pdf,(iii),SUB," Using map evidence, suggest a reason for the distribution that you have described in ",evidence reason distribution,86
2071,0460_w18_qp_21.pdf,(d),SUB,(ii). ,ii,6
2072,0460_w18_qp_21.pdf,2,MAIN,Fig. 2.1 shows a prediction of how the population of some countries in Europe might change by the year 2030. LLaattvviiaa + 15% population change BBeellaarruuss Russia ++1155%% GGeerrmmaannyy Ukraine France RRoommaanniiaa IIttaallyy BBuullggaarriiaa N 377 000 Mediterranean 1.million African Sea Asian migrants migrants per year per year Fig. 2.1,prediction population countries year population change migrants migrants year year,347
2073,0460_w18_qp_21.pdf,(a),SUB,(i) Which country shown on Fig. 2.1 is predicted to have the biggest change in population?,country change population,92
2074,0460_w18_qp_21.pdf,(ii),SUB,Describe the pattern of predicted population change shown on Fig. 2.1.,pattern population change,72
2075,0460_w18_qp_21.pdf,(iii),SUB,How will the migration shown on Fig. 2.1 affect the size of Europe’s population?,migration size population,82
2076,0460_w18_qp_21.pdf,(b),SUB,Fig. 2.2 shows some migration routes taken by people from Africa to reach the Mediterranean Sea and then Europe.,migration routes people,114
2077,0460_w18_qp_21.pdf,3,MAIN,Malta Mediterranean Sea Canary Benghazi Islands Al Jawf S a h a r a D e s e r t Agadez Khartoum migration route international boundary Countries: ,migration route Countries,146
2078,0460_w18_qp_21.pdf,1,MAIN,Morocco 2 Algeria 3 Tunisia,,28
2079,0460_w18_qp_21.pdf,4,MAIN,Libya 5 Mali 6 Niger,,21
2080,0460_w18_qp_21.pdf,7,MAIN,Chad 8 Sudan 9 Sierra Leone,,28
2081,0460_w18_qp_21.pdf,10,MAIN,Ghana 11 Nigeria 12 Cameroon,,29
2082,0460_w18_qp_21.pdf,13,MAIN,Kenya 14 Ethiopia Fig. 2.2,,27
2083,0460_w18_qp_21.pdf,(i),SUB,"How far does a migrant from Khartoum in Sudan travel, through Al Jawf, to Benghazi on the Mediterranean coast? Tick one correct answer below. Tick (3) 700 km 1000 km 1700 km 2000 km 2700 km",migrant travel coast correct answer km km km km km,191
2084,0460_w18_qp_21.pdf,(ii),SUB, Describe the routes that migrants from Sierra Leone travel to reach the Mediterranean ,routes migrants travel,87
2085,0460_w18_qp_21.pdf,3,MAIN,"(a) Five definitions, A, B, C, D and E are shown in Table 3.1. Table 3.1 A a raised area of the sea bed built from the skeletons of marine animals B a coastline with river mouths and spits C a tidal coast with a dense vegetation able to grow in salt water D ridges of sand next to the coast with vegetation growing on them E sloping rocks eroded by the sea at the bottom of cliffs Which definition describes:",definitions area sea skeletons marine animals coastline river mouths spits coast vegetation salt water ridges sand coast vegetation rocks sea bottom cliffs definition describes,409
2086,0460_w18_qp_21.pdf,(b),SUB,Fig. 3.1 shows the areas of coral reef along the coast of Australia. Tropic of Capricorn main areas of coral reef 0 800 along coast km Fig. 3.1,areas reef coast areas reef coast km,145
2087,0460_w18_qp_21.pdf,(i),SUB,Describe the distribution of coral reefs shown on Fig. 3.1.,distribution reefs,61
2088,0460_w18_qp_21.pdf,(ii),SUB, Suggest one reason for the distribution that you have described in (b)(i). ,reason distribution,76
2089,0460_w18_qp_21.pdf,(c),SUB,Fig. 3.2 shows the areas of mangrove swamp along the coast of Australia. Tropic of Capricorn t types of mangrove swamp,areas mangrove swamp coast types mangrove swamp,120
2090,0460_w18_qp_21.pdf,13,MAIN,or more species of mangrove 0 800 Fig. 3.2,species mangrove,43
2091,0460_w18_qp_21.pdf,(i),SUB,Give one difference between the distribution of mangrove swamps shown on Fig. 3.2 and the distribution of coral reefs shown on Fig. 3.1.,difference distribution mangrove swamps distribution reefs,138
2092,0460_w18_qp_21.pdf,(ii),SUB,Suggest how the distribution of mangrove swamps shown on Fig. 3.2 is influenced by ocean currents.,distribution mangrove swamps currents,100
2093,0460_w18_qp_21.pdf,4,MAIN,Figs. 4.1 and 4.2 (Insert) show the natural vegetation in two areas with very different climates.,vegetation areas climates,98
2094,0460_w18_qp_21.pdf,(a),SUB,Describe the natural vegetation shown in Fig. 4.1.,vegetation,52
2095,0460_w18_qp_21.pdf,(b),SUB,Describe the natural vegetation shown in Fig. 4.2.,vegetation,52
2096,0460_w18_qp_21.pdf,5,MAIN,(a) Fig. 5.1 shows an agricultural system. Inputs Processes Outputs Examples: Examples: Examples: fertiliser ploughing crops labour sowing animals for sale machinery weeding meat Fig. 5.1 Complete Fig. 5.1 by adding each of the following examples. harvesting milk soil,system Examples Examples fertiliser crops sowing animals sale machinery meat examples milk soil,269
2097,0460_w18_qp_21.pdf,(b),SUB,"Fig. 5.2 shows the average value of the inputs and sources of income for farms in Scotland, UK in one year. Inputs Sources of income animal fertiliser machinery land and crops cattle sheep government feed buildings subsidies Fig. 5.2 dnasuoht( tnuoma dnasuoht( emocni",value inputs sources income farms year income animal fertiliser machinery land crops government feed buildings subsidies dnasuoht dnasuoht,269
2098,0460_w18_qp_21.pdf,(i),SUB,The average amount spent on machinery on the farms was 18 000 GBP. Plot this information on Fig. 5.2. [1],amount machinery farms information,107
2099,0460_w18_qp_21.pdf,(ii),SUB,"Using Fig. 5.2, describe the importance of government subsidies to farms in Scotland.",importance government subsidies farms,87
2100,0460_w18_qp_21.pdf,(c),SUB,"Table 5.1 gives information about two groups of farms in Scotland, Group A and Group B. Table 5.1 Group A Group B average farm size (hectares) 84 432 average total income (GBP) 49 224 215 323 average cereal crops 3326 10 068 value of cattle 30 268 117 438 outputs",information groups farms farm size hectares income cereal crops value cattle outputs,265
2101,0460_w18_qp_21.pdf,(GBP),SUB,sheep 9771 85 134,,19
2102,0460_w18_qp_21.pdf,(i),SUB, Calculate the average income per hectare for the farms in Group A. ,income hectare farms,68
2103,0460_w18_qp_21.pdf,(ii),SUB, Compare the importance of sheep to the farms in Group A with the importance of sheep to farms in Group B. ,importance sheep farms importance sheep farms,107
2104,0460_w18_qp_21.pdf,6,MAIN,Fig. 6.1 gives information about a coal-fired power station at Kalundborg in Denmark and its links with other industries. houses cement plasterboard factory factory fertiliser POWER waste fish sludge STATION heat farm ea w at refinery pharmaceutical factory Ash and gypsum are solid waste from the power station. Fig. 6.1,information power station links industries houses factory fertiliser waste sludge heat farm ea refinery factory gypsum waste power station,322
2105,0460_w18_qp_21.pdf,(a),SUB,Which two of the following statements about the coal-fired power station at Kalundborg are correct? Tick two boxes in the table below. Statement Tick (3) it uses a renewable fuel source it uses a non-renewable fuel source it uses nuclear fuel it uses biofuel it uses fuelwood it uses sea water for cooling,statements power station boxes table fuel source fuel source fuel biofuel fuelwood sea water,307
2106,0460_w18_qp_21.pdf,(b),SUB, How do the Kalundborg power station’s links with other industries help to conserve energy? ,power station links industries energy,92
2107,0460_w18_qp_22.pdf,1,MAIN,"Study the map extract for Furusjøen, Norway. The scale is 1:50 000.",map extract scale,68
2108,0460_w18_qp_22.pdf,(a),SUB,"Fig. 1.1 shows some of the features close to the Glitra river in the south east part of the map extract. Study Fig. 1.1 and the map extract, and answer the questions below. Glitr a Fig. 1.1",features river part map extract map extract questions,191
2109,0460_w18_qp_22.pdf,(i),SUB, Identify the land use at A. ,land use,29
2110,0460_w18_qp_22.pdf,(ii),SUB, What type of land is shown at B? ,type land,34
2111,0460_w18_qp_22.pdf,(iii),SUB, What is the height above sea level of the spot height at C? ,height sea level spot height,61
2112,0460_w18_qp_22.pdf,(iv),SUB, What is the height above sea level of the contour at D? ,height sea level contour,57
2113,0460_w18_qp_22.pdf,(v),SUB,What is the direction of flow of the Glitra river in the area shown on Fig. 1.1? Tick one correct answer below. Tick (✓) south west then south south east then south north then north east north west then south,direction flow river area correct answer north,210
2114,0460_w18_qp_22.pdf,(vi),SUB,What is the distance along the Glitra river in the area shown on Fig. 1.1? Tick one correct answer below. Tick (✓) 5½ kilometres 6½ kilometres 7½ kilometres 8½ kilometres,distance river area correct answer kilometres kilometres kilometres kilometres,172
2115,0460_w18_qp_22.pdf,(b),SUB, Look at the main settlement in the central part of the map extract. Give three services provided for tourists in this settlement. ,Look settlement part map extract services tourists settlement,131
2116,0460_w18_qp_22.pdf,(c),SUB,Fig. 1.2 is a cross section along northing 59 from 370590 to the eastern edge of the map at 430590. height height,section edge map height height,115
2117,0460_w18_qp_22.pdf,(metres),SUB,Fig. 1.2,,11
2118,0460_w18_qp_22.pdf,(i),SUB, Identify the feature at X. ,feature,28
2119,0460_w18_qp_22.pdf,(ii),SUB, Identify the feature at Y. ,feature,28
2120,0460_w18_qp_22.pdf,(iii),SUB,"The cross section shown on Fig. 1.2 is incomplete. Using information from the map extract, draw a line on Fig. 1.2 to complete the cross section. [2]",cross section information map extract line cross section,151
2121,0460_w18_qp_22.pdf,(d),SUB,Fig. 1.3 shows an area in the north east of the map extract. Fig. 1.3,area east map extract,71
2122,0460_w18_qp_22.pdf,(i),SUB,Describe the relief of the area shown in Fig. 1.3.,relief area,52
2123,0460_w18_qp_22.pdf,(ii),SUB,Describe the drainage of the area shown in Fig. 1.3.,drainage area,54
2124,0460_w18_qp_22.pdf,2,MAIN,Fig. 2.1 shows eight countries located next to the Mediterranean Sea. France Greece Mediterranean Sea TTuunniissiiaa Morocco Algeria international boundary Fig. 2.1 Table 2.1 gives information about the population of these countries. Table 2.1 Annual growth rate (%) Birth rate (per Life expectancy in thousand) 2015,shows countries information population countries growth rate Birth rate expectancy thousand,317
2125,0460_w18_qp_22.pdf,(years),SUB,before 2012 to 2030 1970 2012 2012 (expected) Algeria 1.7 1.3 46.7 24.6 71 Libya 1.7 1.1 46.9 21.1 75 Morocco 1.3 1.0 43.2 22.6 71 Tunisia 1.3 0.8 40.9 17.4 76 France 0.5 0.4 16.8 12.4 82 Greece 0.4 –0.1 16.6 9.9 81 Italy 0.3 0 17.4 9.3 82 Spain 0.8 0.2 19.6 10.6 82,,268
2126,0460_w18_qp_22.pdf,(a),SUB,Which type of graph would be most suitable to show the information about life expectancies in Table 2.1?,type graph information life expectancies,106
2127,0460_w18_qp_22.pdf,(b),SUB,Which country shown in Table 2.1 is expected to have a population decrease by 2030?,country population decrease,85
2128,0460_w18_qp_22.pdf,(c),SUB,Which country shown in Table 2.1 had the smallest decrease in birth rate between 1970 and 2012?,country decrease birth rate,97
2129,0460_w18_qp_22.pdf,(d),SUB,"Life expectancy is longer in countries north of the Mediterranean Sea than in countries south of the Mediterranean Sea. Using Fig. 2.1 and Table 2.1, what is the average difference in life expectancy between the two groups of countries? Tick one correct answer below. [1] Tick (✓)",expectancy countries countries difference life expectancy groups countries correct answer,282
2130,0460_w18_qp_22.pdf,6,MAIN,years ,years,6
2131,0460_w18_qp_22.pdf,9,MAIN,years ,years,6
2132,0460_w18_qp_22.pdf,12,MAIN,years ,years,6
2133,0460_w18_qp_22.pdf,15,MAIN,years ,years,6
2134,0460_w18_qp_22.pdf,(e),SUB,Look at the population growth rates before and after 2012 shown in Table 2.1.,Look population growth rates,79
2135,0460_w18_qp_22.pdf,(i),SUB, Give one difference in the growth rates of the countries north of the Mediterranean Sea and the growth rates of countries south of the Mediterranean Sea. ,difference growth rates countries growth rates countries south,155
2136,0460_w18_qp_22.pdf,(ii),SUB, Give one similarity between the growth rates of the countries north of the Mediterranean Sea and the growth rates of countries south of the Mediterranean Sea. ,similarity growth rates countries growth rates countries south,160
2137,0460_w18_qp_22.pdf,(f),SUB,Look at the birth rates in 1970 and 2012 shown in Table 2.1.,Look birth rates,62
2138,0460_w18_qp_22.pdf,(i),SUB, Give one difference in the birth rates of the countries north of the Mediterranean Sea and the birth rates of countries south of the Mediterranean Sea. ,difference birth rates countries birth rates countries south,153
2139,0460_w18_qp_22.pdf,(ii),SUB, Give one similarity between the birth rates of the countries north of the Mediterranean Sea and the birth rates of countries south of the Mediterranean Sea. ,similarity birth rates countries birth rates countries south,158
2140,0460_w18_qp_22.pdf,3,MAIN,Urbanisation is the increase in the proportion of a country’s population that live in towns and cities. Rapid urbanisation leads to the development of residential areas like those shown in Figs. 3.1 and 3.2 (Insert).,Urbanisation increase proportion country population towns cities development areas,217
2141,0460_w18_qp_22.pdf,(a),SUB,Describe the residential area shown in Fig. 3.1.,area,50
2142,0460_w18_qp_22.pdf,(b),SUB,"Using evidence from the photographs, describe three advantages of living in the residential area in Fig. 3.2 compared to the residential area in Fig. 3.1.",evidence photographs advantages living area area,156
2143,0460_w18_qp_22.pdf,4,MAIN,"Table 4.1 shows weather information for Mbabane, Swaziland for five days in 2016. Table 4.1 Date Maximum Minimum Pressure Relative humidity temperature temperature (mb) (%)",information days humidity temperature temperature mb,173
2144,0460_w18_qp_22.pdf,(°C),SUB,February 2 25 16 1008 50 February 3 32 20 1006 35 February 4 28 17 1010 February 5 20 13 1016 67 February 6 25 15 1013 48,,124
2145,0460_w18_qp_22.pdf,(a),SUB,Fig. 4.1 shows the temperatures for the five days. temperature date in February maximum temperature minimum temperature Fig. 4.1,temperatures days temperature date temperature temperature,130
2146,0460_w18_qp_22.pdf,(i),SUB,Use the information in Table 4.1 to complete Fig. 4.1. [2],information,60
2147,0460_w18_qp_22.pdf,(ii),SUB, Which date has the greatest range of temperature? ,date range temperature,51
2148,0460_w18_qp_22.pdf,(iii),SUB, The units of pressure are abbreviated as mb. What does mb stand for? ,units pressure mb,70
2149,0460_w18_qp_22.pdf,(b),SUB,The relative humidity for February 4 has been omitted from Table 4.1. This can be calculated from the readings of the wet and dry bulb thermometers (hygrometer) shown in Fig. 4.2 and the conversion table shown in Table 4.2. dry bulb wet bulb distilled water Fig. 4.2 Table 4.2 Dry Wet bulb depression (°C) reading,humidity readings wet bulb thermometers hygrometer conversion bulb wet bulb water bulb depression reading,315
2150,0460_w18_qp_22.pdf,(°C),SUB, % % % % % % % % % ,,19
2151,0460_w18_qp_22.pdf,(i),SUB,State the readings of the wet and dry bulb thermometers in Fig. 4.2.,readings wet bulb thermometers,70
2152,0460_w18_qp_22.pdf,(ii),SUB, Calculate the depression of the wet bulb. ,depression wet bulb,43
2153,0460_w18_qp_22.pdf,(iii),SUB,"Using your answers to (b)(i) and (ii) and Table 4.2, state the relative humidity for February 4.",answers ii state humidity,98
2154,0460_w18_qp_22.pdf,5,MAIN,"Fig. 5.1 shows the tectonic plates, plate movements and plate margins around the Atlantic Ocean. plate margin plate movement Europe Africa America Atlantic Ocean Fig. 5.1",plates plate movements plate margins plate margin plate movement,171
2155,0460_w18_qp_22.pdf,(a),SUB,Identify the types of plate margin shown at A and B. Fig. 5.2 is a cross section through plate margin A and Fig. 5.3 is a cross section through plate margin B. Plate margin A oceanic plate magma oceanic plate chamber Fig. 5.2 Plate margin B oceanic oceanic rising magma melting Fig. 5.3,types plate margin cross section plate margin cross section plate margin plate magma plate chamber margin oceanic oceanic magma,288
2156,0460_w18_qp_22.pdf,(b),SUB,Draw pairs of arrows on Figs. 5.2 and 5.3 to show the directions of plate movement. [2],pairs arrows directions movement,89
2157,0460_w18_qp_22.pdf,(c),SUB,The Atlantic Ocean is getting wider. Use evidence from Figs. 5.1 and 5.2 to explain this.,evidence,91
2158,0460_w18_qp_22.pdf,6,MAIN,In recent years people have become more concerned about global warming. ,years people warming,72
2159,0460_w18_qp_22.pdf,(a),SUB, Which two of the following statements about global warming are correct? Tick two boxes. Statement Tick (✓) the ozone layer affects global warming the amount of nitrogen in the atmosphere affects global warming global warming is caused by earthquakes decreased carbon dioxide in the atmosphere will increase global warming increased carbon dioxide in the atmosphere will increase global warming global warming is a result of an increase in the greenhouse effect global warming will cause a fall in sea level ,statements warming boxes ozone layer amount nitrogen affects warming earthquakes carbon dioxide atmosphere carbon dioxide atmosphere warming result increase greenhouse effect warming fall sea level,508
